feature,target,n,spearman_rho,abs_spearman_rho,p_value,feature_median,target_median,q_value_bh
evt_obstructive_3_n,DesatBurdenPerHour,213,0.9337211486122371,0.9337211486122371,4.3488898800324935e-96,62.0,9.0,6.186030678134025e-94
evt_obstructive_3_pct,DesatBurdenPerHour,213,0.9305248839356391,0.9305248839356391,5.272119811027898e-94,0.2,9.0,6.987955167707885e-92
evt_obstructive_3_n,AHI_4_Percent,213,0.9285815865910917,0.9285815865910917,8.724201162827546e-93,62.0,4.68,1.1306564707024498e-90
selected_prv_excluded_apnea_only_min,NREM_AHI,209,0.9275592305550694,0.9275592305550694,1.9155722997964023e-90,21.083333,7.71,2.4286125331331777e-88
selected_prv_excluded_overlap_pct_of_selected,NREM_AHI,209,0.9268771082608137,0.9268771082608137,4.875076097107299e-90,2.165109,7.71,5.923217457985368e-88
desat_pct,ODI_3_Percent,213,0.9246052194373976,0.9246052194373976,2.1405864902881663e-90,2.6,9.71,2.656149023693742e-88
selected_prv_excluded_overlap_min,NREM_AHI,209,0.9241744271395268,0.9241744271395268,1.80944970613609e-88,7.083333,7.71,1.9186746702155778e-86
desat_pct,AHI,213,0.9230800566654467,0.9230800566654467,1.6312606836199575e-89,2.6,9.7,1.9027024613743185e-87
desat_pct,AHI_3_Percent,213,0.9230800566654467,0.9230800566654467,1.6312606836199575e-89,2.6,9.7,1.9027024613743185e-87
desat_n,ODI_3_Percent,213,0.9223902254657144,0.9223902254657144,4.031612033999312e-89,720.0,9.71,4.6102669377027425e-87
sleep_wake_pct,TotalWakeTime,213,0.9220150103955261,0.9220150103955261,6.571881793150582e-89,11.8,55.0,7.37061819570273e-87
selected_prv_mask_excluded_total_min,NREM_AHI,209,0.9218938598067999,0.9218938598067999,3.4458137828544186e-87,38.0,7.71,3.241288061549511e-85
selected_prv_excluded_overlap_pct_of_selected,ODI,211,0.9213179602924926,0.9213179602924926,1.075707382469273e-87,2.165109,4.19,1.0455875757601334e-85
selected_prv_excluded_overlap_pct_of_selected,ODI_4_Percent,211,0.9213179602924926,0.9213179602924926,1.075707382469273e-87,2.165109,4.19,1.0455875757601334e-85
desat_n,AHI,213,0.9212735024527849,0.9212735024527849,1.713764463162076e-88,720.0,9.7,1.850865620215042e-86
desat_n,AHI_3_Percent,213,0.9212735024527849,0.9212735024527849,1.713764463162076e-88,720.0,9.7,1.850865620215042e-86
evt_obstructive_3_n,ODI,213,0.920707665962906,0.920707665962906,3.5387730497092596e-88,62.0,4.19,3.6207235834919996e-86
evt_obstructive_3_n,ODI_4_Percent,213,0.920707665962906,0.920707665962906,3.5387730497092596e-88,62.0,4.19,3.6207235834919996e-86
selected_prv_excluded_overlap_pct_of_selected,AHI_4_Percent,211,0.9205380309071639,0.9205380309071639,2.8925394105574997e-87,2.165109,4.68,2.765457351208416e-85
sleep_deep_pct,TotalDeepSleepTime,211,0.9203677927227202,0.9203677927227202,3.5847693685285575e-87,12.3,57.52,3.3184722154378644e-85
evt_obstructive_3_pct,AHI_4_Percent,213,0.9202751340965674,0.9202751340965674,6.137468086006825e-88,0.2,4.68,6.171329978895138e-86
sleep_rem_pct,TotalREMTime,211,0.918679271155445,0.918679271155445,2.9348426205224973e-86,18.4,84.5,2.6743753379511256e-84
evt_obstructive_3_pct,ODI,213,0.9166654862360221,0.9166654862360221,5.399471439429649e-86,0.2,4.19,4.7711693082960175e-84
evt_obstructive_3_pct,ODI_4_Percent,213,0.9166654862360221,0.9166654862360221,5.399471439429649e-86,0.2,4.19,4.7711693082960175e-84
evt_obstructive_3_n,NREM_AHI,209,0.9153300880039988,0.9153300880039988,1.031881625468936e-83,62.0,7.71,8.981990507066918e-82
desat_pct,NREM_ODI,209,0.9133858898114664,0.9133858898114664,9.757869929052516e-83,2.6,2.62,8.368808445034452e-81
selected_prv_excluded_overlap_min,AHI_4_Percent,211,0.9116238846817147,0.9116238846817147,1.2013456945071978e-82,7.083333,4.68,1.0153982739660836e-80
selected_prv_excluded_apnea_only_pct_of_selected,AHI,211,0.9111272850848874,0.9111272850848874,2.10094927137959e-82,6.409455,9.7,1.7257374860120803e-80
selected_prv_excluded_apnea_only_pct_of_selected,AHI_3_Percent,211,0.9111272850848874,0.9111272850848874,2.10094927137959e-82,6.409455,9.7,1.7257374860120803e-80
selected_prv_excluded_overlap_min,ODI,211,0.9110598619744337,0.9110598619744337,2.2660185645717482e-82,7.083333,4.19,1.8103315436414294e-80
selected_prv_excluded_overlap_min,ODI_4_Percent,211,0.9110598619744337,0.9110598619744337,2.2660185645717482e-82,7.083333,4.19,1.8103315436414294e-80
selected_prv_excluded_apnea_only_pct_of_selected,ODI_3_Percent,211,0.909869342163827,0.909869342163827,8.531083070710747e-82,6.409455,9.71,6.723415738970956e-80
desat_n,NREM_ODI,209,0.9080643808153113,0.9080643808153113,3.522286365256392e-80,720.0,2.62,2.7389298776233704e-78
evt_obstructive_3_pct,NREM_AHI,209,0.9075399046769752,0.9075399046769752,6.171852879451223e-80,0.2,7.71,4.736084999073623e-78
selected_prv_clean_kept_pct_of_selected,NREM_ODI,209,-0.9019892017447968,0.9019892017447968,1.917072082168672e-77,88.104131,2.62,1.4333800491291916e-75
selected_prv_mask_excluded_total_pct_of_selected,NREM_ODI,209,0.9019892017447968,0.9019892017447968,1.917072082168672e-77,11.895869,2.62,1.4333800491291916e-75
selected_prv_clean_kept_pct_of_selected,AHI,211,-0.89748408852735,0.89748408852735,3.055831520605721e-76,88.104131,9.7,2.0966599327261843e-74
selected_prv_clean_kept_pct_of_selected,AHI_3_Percent,211,-0.89748408852735,0.89748408852735,3.055831520605721e-76,88.104131,9.7,2.0966599327261843e-74
selected_prv_mask_excluded_total_pct_of_selected,AHI,211,0.89748408852735,0.89748408852735,3.055831520605721e-76,11.895869,9.7,2.0966599327261843e-74
selected_prv_mask_excluded_total_pct_of_selected,AHI_3_Percent,211,0.89748408852735,0.89748408852735,3.055831520605721e-76,11.895869,9.7,2.0966599327261843e-74
combo_wake_sleep_lf_hf_fixed_valid_pct,AHI,213,-0.8972236020716655,0.8972236020716655,7.623382990892376e-77,72.9,9.7,5.557446200360542e-75
combo_wake_sleep_lf_hf_fixed_valid_pct,AHI_3_Percent,213,-0.8972236020716655,0.8972236020716655,7.623382990892376e-77,72.9,9.7,5.557446200360542e-75
selected_prv_excluded_overlap_min,DesatBurdenOverall,211,0.8971324151094928,0.8971324151094928,4.2884948300588676e-76,7.083333,55.0,2.9081978894073625e-74
selected_prv_excluded_overlap_pct_of_selected,DesatBurdenPerHour,211,0.8969777795261964,0.8969777795261964,4.975667705827529e-76,2.165109,9.0,3.335413110389212e-74
combo_wake_sleep_lf_hf_fixed_valid_pct,ODI_3_Percent,213,-0.8965648489344057,0.8965648489344057,1.4430738409698885e-76,72.9,9.71,1.0390131654983198e-74
selected_prv_excluded_overlap_pct_of_selected,DesatBurdenOverall,211,0.8956533460257827,0.8956533460257827,1.7600088078997332e-75,2.165109,55.0,1.1664058372353686e-73
selected_prv_clean_kept_pct_of_selected,ODI_3_Percent,211,-0.8949748852854998,0.8949748852854998,3.339825321582349e-75,88.104131,9.71,2.164206808385362e-73
selected_prv_mask_excluded_total_pct_of_selected,ODI_3_Percent,211,0.8949748852854998,0.8949748852854998,3.339825321582349e-75,11.895869,9.71,2.164206808385362e-73
selected_prv_excluded_desat_only_pct_of_selected,NREM_ODI,209,0.8938902598857237,0.8938902598857237,4.608042331916103e-74,0.559836,2.62,2.9531981186521664e-72
selected_prv_excluded_overlap_min,DesatBurdenPerHour,211,0.8909461363882778,0.8909461363882778,1.3722249933326375e-73,7.083333,9.0,8.698713218604284e-72
selected_prv_excluded_overlap_pct_of_selected,AHI,211,0.8903488383057031,0.8903488383057031,2.3510844722698106e-73,2.165109,9.7,1.4586728342848442e-71
selected_prv_excluded_overlap_pct_of_selected,AHI_3_Percent,211,0.8903488383057031,0.8903488383057031,2.3510844722698106e-73,2.165109,9.7,1.4586728342848442e-71
selected_prv_excluded_overlap_pct_of_selected,ODI_3_Percent,211,0.888266798919373,0.888266798919373,1.4994098329505644e-72,2.165109,9.71,9.204798048176517e-71
selected_prv_excluded_apnea_only_min,AHI,211,0.8879030130690023,0.8879030130690023,2.0647823793993119e-72,21.083333,9.7,1.2414237975934832e-70
selected_prv_excluded_apnea_only_min,AHI_3_Percent,211,0.8879030130690023,0.8879030130690023,2.0647823793993119e-72,21.083333,9.7,1.2414237975934832e-70
selected_prv_excluded_overlap_min,AHI,211,0.8870401317487978,0.8870401317487978,4.3909004688732745e-72,7.083333,9.7,2.5866395489362565e-70
selected_prv_excluded_overlap_min,AHI_3_Percent,211,0.8870401317487978,0.8870401317487978,4.3909004688732745e-72,7.083333,9.7,2.5866395489362565e-70
selected_prv_excluded_apnea_only_min,ODI_3_Percent,211,0.8852267817057471,0.8852267817057471,2.101653653344431e-71,21.083333,9.71,1.2256844106304722e-69
selected_prv_excluded_desat_only_min,NREM_ODI,209,0.8850473420952628,0.8850473420952628,1.1362222763234548e-70,1.883333,2.62,6.496517956390577e-69
selected_prv_excluded_overlap_min,ODI_3_Percent,211,0.8839954429937947,0.8839954429937947,5.9952937083805526e-71,7.083333,9.71,3.461836921512414e-69
desat_pct,NREM_AHI,209,0.8811037063766237,0.8811037063766237,3.016101795921707e-69,2.6,7.71,1.5295570151143824e-67
selected_prv_mask_excluded_total_min,NREM_ODI,209,0.8802092340340621,0.8802092340340621,6.243068296567542e-69,38.0,2.62,3.0855571445408396e-67
combo_wake_sleep_lf_hf_fixed_n_windows_total,TotalSleepTime,213,0.880150443067683,0.880150443067683,3.293057907743972e-70,237.0,409.67,1.7579446467407546e-68
combo_wake_sleep_lf_hf_fixed_total_min,TotalSleepTime,213,0.880150443067683,0.880150443067683,3.293057907743972e-70,474.0,409.67,1.7579446467407546e-68
combo_all_sleep_lf_hf_fixed_n_windows_total,TotalSleepTime,213,0.880120288631859,0.880120288631859,3.3760253846873204e-70,237.0,409.67,1.7579446467407546e-68
combo_all_sleep_lf_hf_fixed_total_min,TotalSleepTime,213,0.880120288631859,0.880120288631859,3.3760253846873204e-70,474.0,409.67,1.7579446467407546e-68
combo_deep_lf_hf_fixed_n_windows_total,TotalSleepTime,213,0.880120288631859,0.880120288631859,3.3760253846873204e-70,237.0,409.67,1.7579446467407546e-68
combo_deep_lf_hf_fixed_total_min,TotalSleepTime,213,0.880120288631859,0.880120288631859,3.3760253846873204e-70,474.0,409.67,1.7579446467407546e-68
combo_nrem_lf_hf_fixed_n_windows_total,TotalSleepTime,213,0.880120288631859,0.880120288631859,3.3760253846873204e-70,237.0,409.67,1.7579446467407546e-68
combo_nrem_lf_hf_fixed_total_min,TotalSleepTime,213,0.880120288631859,0.880120288631859,3.3760253846873204e-70,474.0,409.67,1.7579446467407546e-68
combo_rem_lf_hf_fixed_n_windows_total,TotalSleepTime,213,0.880120288631859,0.880120288631859,3.3760253846873204e-70,237.0,409.67,1.7579446467407546e-68
combo_rem_lf_hf_fixed_total_min,TotalSleepTime,213,0.880120288631859,0.880120288631859,3.3760253846873204e-70,474.0,409.67,1.7579446467407546e-68
desat_n,NREM_AHI,209,0.8793454903769596,0.8793454903769596,1.2534520903280402e-68,720.0,7.71,6.142968563691707e-67
aux_rows,TotalSleepTime,213,0.8793184863960878,0.8793184863960878,6.526520242902851e-70,28544.0,409.67,3.338830355842932e-68
combo_wake_sleep_sleep_hours,TotalSleepTime,213,0.8793184863960878,0.8793184863960878,6.526520242902851e-70,7.928611,409.67,3.338830355842932e-68
selected_prv_mask_excluded_total_min,AHI,211,0.879110824397873,0.879110824397873,3.4214566248906104e-69,38.0,9.7,1.7054645330223966e-67
selected_prv_mask_excluded_total_min,AHI_3_Percent,211,0.879110824397873,0.879110824397873,3.4214566248906104e-69,38.0,9.7,1.7054645330223966e-67
sleep_end_h_from_start,TotalSleepTime,211,0.8773219051831938,0.8773219051831938,1.4405480300671464e-68,7.853611,410.2,7.001063426126332e-67
selected_lf_hf_fixed_n_windows_total,TotalSleepTime,211,0.8771304924671112,0.8771304924671112,1.6778385405716837e-68,238.0,410.2,8.020618334929557e-67
selected_lf_hf_fixed_total_min,TotalSleepTime,211,0.8771304924671112,0.8771304924671112,1.6778385405716837e-68,476.0,410.2,8.020618334929557e-67
selected_prv_mask_excluded_total_min,ODI_3_Percent,211,0.875848552134423,0.875848552134423,4.628336012939992e-68,38.0,9.71,2.1945085875988648e-66
combo_deep_lf_hf_fixed_n_windows_valid,TotalDeepSleepTime,211,0.8741753222654494,0.8741753222654494,1.7112457598539397e-67,22.0,57.52,7.92062323132395e-66
combo_deep_lf_hf_fixed_valid_min,TotalDeepSleepTime,211,0.8741753222654494,0.8741753222654494,1.7112457598539397e-67,44.0,57.52,7.92062323132395e-66
combo_nrem_sleep_hours,TotalLightSleepTime,211,0.8739601107948839,0.8739601107948839,2.0219234977697743e-67,5.397778,266.2,9.284927432278207e-66
selected_prv_selected_policy_min,TotalLightSleepTime,211,0.8739294893742745,0.8739294893742745,2.0704407607386466e-67,324.0,266.2,9.36031822994402e-66
sleep_included_n,TotalLightSleepTime,211,0.8739294893742745,0.8739294893742745,2.0704407607386466e-67,19440.0,266.2,9.36031822994402e-66
combo_wake_sleep_lf_hf_fixed_valid_pct,DesatBurdenPerHour,213,-0.8723375311485434,0.8723375311485434,1.6755614625070644e-67,72.9,9.0,7.880543910759032e-66
selected_prv_excluded_desat_only_pct_of_selected,ODI,211,0.8713304467161482,0.8713304467161482,1.5151656056418927e-66,0.559836,4.19,6.745378482521769e-65
selected_prv_excluded_desat_only_pct_of_selected,ODI_4_Percent,211,0.8713304467161482,0.8713304467161482,1.5151656056418927e-66,0.559836,4.19,6.745378482521769e-65
combo_wake_sleep_lf_hf_fixed_valid_pct,NREM_AHI,209,-0.8701728430862393,0.8701728430862393,1.5005686464258223e-65,73.1,7.71,6.29591104025568e-64
selected_prv_excluded_desat_only_pct_of_selected,DesatBurdenPerHour,211,0.8693517564446911,0.8693517564446911,6.699240525003536e-66,0.559836,9.0,2.9598462683197438e-64
selected_prv_clean_kept_pct_of_selected,AHI_4_Percent,211,-0.86925851483247,0.86925851483247,7.181016959586622e-66,88.104131,4.68,3.125350067784267e-64
selected_prv_mask_excluded_total_pct_of_selected,AHI_4_Percent,211,0.86925851483247,0.86925851483247,7.181016959586622e-66,11.895869,4.68,3.125350067784267e-64
sleep_midpoint_h_from_start,TotalSleepTime,211,0.868884793233121,0.868884793233121,9.480676259112981e-66,4.0275,410.2,4.0956521439368085e-64
evt_obstructive_3_n,NREM_ODI,209,0.86859315366746,0.86859315366746,4.815922320073394e-65,62.0,2.62,2.0061756407620024e-63
selected_prv_clean_kept_pct_of_selected,DesatBurdenPerHour,211,-0.868493694255332,0.868493694255332,1.2667945508463128e-65,88.104131,9.0,5.392661182872771e-64
selected_prv_mask_excluded_total_pct_of_selected,DesatBurdenPerHour,211,0.868493694255332,0.868493694255332,1.2667945508463128e-65,11.895869,9.0,5.392661182872771e-64
selected_prv_excluded_desat_only_min,DesatBurdenOverall,211,0.8684445429188061,0.8684445429188061,1.3136991519211186e-65,1.883333,55.0,5.55180685072751e-64
evt_obstructive_3_pct,NREM_ODI,209,0.8679004141962289,0.8679004141962289,7.992689568820382e-65,0.2,2.62,3.237039275372255e-63
selected_prv_excluded_desat_only_pct_of_selected,DesatBurdenOverall,211,0.8663124950997606,0.8663124950997606,6.2711573268169225e-65,0.559836,55.0,2.593857413474915e-63
combo_all_sleep_lf_hf_fixed_valid_pct,AHI,211,-0.8662387998436067,0.8662387998436067,6.616114140696509e-65,62.1,9.7,2.6982641726253177e-63
combo_all_sleep_lf_hf_fixed_valid_pct,AHI_3_Percent,211,-0.8662387998436067,0.8662387998436067,6.616114140696509e-65,62.1,9.7,2.6982641726253177e-63
combo_all_sleep_lf_hf_fixed_valid_pct,ODI_3_Percent,211,-0.864906762428629,0.864906762428629,1.732085491647355e-64,62.1,9.71,6.918851087183133e-63
selected_prv_clean_kept_pct_of_selected,ODI,211,-0.8639744840393448,0.8639744840393448,3.376417810683356e-64,88.104131,4.19,1.3040575279407506e-62
selected_prv_clean_kept_pct_of_selected,ODI_4_Percent,211,-0.8639744840393448,0.8639744840393448,3.376417810683356e-64,88.104131,4.19,1.3040575279407506e-62
selected_prv_mask_excluded_total_pct_of_selected,ODI,211,0.8639744840393448,0.8639744840393448,3.376417810683356e-64,11.895869,4.19,1.3040575279407506e-62
selected_prv_mask_excluded_total_pct_of_selected,ODI_4_Percent,211,0.8639744840393448,0.8639744840393448,3.376417810683356e-64,11.895869,4.19,1.3040575279407506e-62
evt_obstructive_3_n,RDI,213,0.8630405578556254,0.8630405578556254,1.6651934880240522e-64,62.0,13.67,6.697523049762947e-63
combo_wake_sleep_lf_hf_fixed_valid_pct,DesatBurdenOverall,213,-0.8628351202091875,0.8628351202091875,1.9283650968548198e-64,72.9,55.0,7.65049336384851e-63
selected_prv_excluded_desat_only_min,DesatBurdenPerHour,211,0.8624181769771252,0.8624181769771252,1.0177042535066017e-63,1.883333,9.0,3.90477053055954e-62
selected_prv_clean_kept_pct_of_selected,DesatBurdenOverall,211,-0.8621090566484216,0.8621090566484216,1.2650169841171445e-63,88.104131,55.0,4.7906357476436275e-62
selected_prv_mask_excluded_total_pct_of_selected,DesatBurdenOverall,211,0.8621090566484216,0.8621090566484216,1.2650169841171445e-63,11.895869,55.0,4.7906357476436275e-62
selected_prv_excluded_desat_only_min,ODI,211,0.8605961306097493,0.8605961306097493,3.640789604617252e-63,1.883333,4.19,1.3524257945304339e-61
selected_prv_excluded_desat_only_min,ODI_4_Percent,211,0.8605961306097493,0.8605961306097493,3.640789604617252e-63,1.883333,4.19,1.3524257945304339e-61
selected_prv_excluded_desat_only_pct_of_selected,AHI_4_Percent,211,0.8600102619938654,0.8600102619938654,5.464220130197402e-63,0.559836,4.68,2.0169197341336236e-61
combo_wake_sleep_lf_hf_fixed_valid_pct,AHI_4_Percent,213,-0.8592616440365164,0.8592616440365164,2.384399049413762e-63,72.9,4.68,8.9714937136652e-62
combo_wake_sleep_lf_hf_fixed_valid_pct,ODI,213,-0.8577291326538766,0.8577291326538766,6.864086883336515e-63,72.9,4.19,2.5019596689761596e-61
combo_wake_sleep_lf_hf_fixed_valid_pct,ODI_4_Percent,213,-0.8577291326538766,0.8577291326538766,6.864086883336515e-63,72.9,4.19,2.5019596689761596e-61
desat_n,REM_ODI,209,0.8539508778862066,0.8539508778862066,1.2162889864077227e-60,720.0,6.08,4.405836874987477e-59
desat_pct,REM_ODI,209,0.8522734659751062,0.8522734659751062,3.6183129420691183e-60,2.6,6.08,1.2789091562513394e-58
selected_prv_mask_excluded_total_min,DesatBurdenOverall,211,0.8511839765250464,0.8511839765250464,1.999490618543188e-60,38.0,55.0,7.198166226755477e-59
selected_prv_excluded_desat_only_min,AHI_4_Percent,211,0.8506305368941047,0.8506305368941047,2.858215564676908e-60,1.883333,4.68,1.0226449799506581e-58
selected_prv_excluded_apnea_only_pct_of_selected,RDI,211,0.8494409853844798,0.8494409853844798,6.130702132534124e-60,6.409455,13.67,2.140973343529282e-58
desat_pct,SatBelow90,213,0.8482941171588798,0.8482941171588798,3.548554644765694e-60,2.6,0.62,1.2619006517239954e-58
evt_obstructive_3_pct,RDI,213,0.8480632174501848,0.8480632174501848,4.112700405134888e-60,0.2,13.67,1.4448957085991967e-58
selected_prv_excluded_apnea_only_pct_of_selected,DesatBurdenPerHour,211,0.8461954898015561,0.8461954898015561,4.757188197673468e-59,6.409455,9.0,1.6514239029066468e-57
selected_prv_excluded_apnea_only_pct_of_selected,NREM_ODI,209,0.8454542173368816,0.8454542173368816,2.658397625906562e-58,6.409455,2.62,8.961719626755531e-57
prv_tv_sdnn_final_analysis_valid_pct,NREM_AHI,209,-0.8454123649251992,0.8454123649251992,2.727676308714515e-58,47.4,7.71,9.142418524381064e-57
selected_hr_min_bpm,MinPRSleep,211,0.8452659937667122,0.8452659937667122,8.480305528368571e-59,49.144345,48.0,2.926458097126953e-57
selected_prv_excluded_apnea_only_pct_of_selected,DesatBurdenOverall,211,0.8452102806182252,0.8452102806182252,8.778237151997827e-59,6.409455,55.0,3.011451710026549e-57
selected_prv_mask_excluded_total_min,DesatBurdenPerHour,211,0.8451518209138806,0.8451518209138806,9.101983039118733e-59,38.0,9.0,3.104255268078389e-57
evt_obstructive_3_n,REM_AHI,209,0.843971782003444,0.843971782003444,6.582031812599063e-58,62.0,15.36,2.168723702320776e-56
selected_prv_mask_excluded_total_min,AHI_4_Percent,211,0.8429799443545078,0.8429799443545078,3.458679984441417e-58,38.0,4.68,1.1526298096721337e-56
combo_all_sleep_lf_hf_fixed_valid_pct,DesatBurdenPerHour,211,-0.8429602989650347,0.8429602989650347,3.500373430979431e-58,62.1,9.0,1.1598964687200023e-56
desat_n,SatBelow90,213,0.8426229477985302,0.8426229477985302,1.2407625680784592e-58,720.0,0.62,4.2070507540892875e-57
selected_prv_rmssd_final_analysis_valid_pct,NREM_AHI,209,-0.8424402175796853,0.8424402175796853,1.6628721736005898e-57,46.8,7.71,5.357939511844552e-56
prv_tv_rmssd_ms_valid_pct,NREM_AHI,209,-0.8424402175796853,0.8424402175796853,1.6628721736005898e-57,46.8,7.71,5.357939511844552e-56
prv_tv_sdnn_final_analysis_valid_pct,AHI,211,-0.8416510868969319,0.8416510868969319,7.750274195076042e-58,47.4,9.7,2.525117268473937e-56
prv_tv_sdnn_final_analysis_valid_pct,AHI_3_Percent,211,-0.8416510868969319,0.8416510868969319,7.750274195076042e-58,47.4,9.7,2.525117268473937e-56
