feature,target,n,spearman_rho,abs_spearman_rho,p_value,feature_median,target_median,q_value_bh
combo_wake_sleep_lf_hf_fixed_median,ODI_4_Percent,213,-0.3250930815946792,0.3250930815946792,1.2407447734915658e-06,1.661756,4.19,5.88294595040879e-06
nrem_second_half_lf_hf_fixed_median,AreaUnder90Overall,209,-0.3250799043428085,0.3250799043428085,1.5668082759369493e-06,1.564162,1.0,7.3512677918457675e-06
combo_wake_sleep_lf_hf_fixed_median,AreaUnder90Overall,213,-0.32382599530599926,0.32382599530599926,1.3720079289834899e-06,1.661756,1.0,6.473746150349282e-06
nrem_second_half_lf_hf_ratio,REM_AHI,207,-0.32308114843592506,0.32308114843592506,2.0530074385458142e-06,2.244478,15.06,9.510039222874654e-06
nrem_second_half_lf_hf_fixed_mean,REM_AHI,207,-0.32308114843592506,0.32308114843592506,2.0530074385458142e-06,2.244478,15.06,9.510039222874654e-06
combo_all_sleep_lf_hf,AreaUnder90Overall,211,-0.32265153331290064,0.32265153331290064,1.6878234934952586e-06,2.39067,1.0,7.899989256873474e-06
combo_all_sleep_lf_hf_fixed_mean,AreaUnder90Overall,211,-0.32265153331290064,0.32265153331290064,1.6878234934952586e-06,2.39067,1.0,7.899989256873474e-06
combo_all_sleep_lf_hf,ODI,211,-0.32214693726615223,0.32214693726615223,1.755632465593428e-06,2.39067,4.19,8.173963157257876e-06
combo_all_sleep_lf_hf,ODI_4_Percent,211,-0.32214693726615223,0.32214693726615223,1.755632465593428e-06,2.39067,4.19,8.173963157257876e-06
combo_all_sleep_lf_hf_fixed_mean,ODI,211,-0.32214693726615223,0.32214693726615223,1.755632465593428e-06,2.39067,4.19,8.173963157257876e-06
combo_all_sleep_lf_hf_fixed_mean,ODI_4_Percent,211,-0.32214693726615223,0.32214693726615223,1.755632465593428e-06,2.39067,4.19,8.173963157257876e-06
nrem_second_half_lf_hf_ratio,NREM_ODI,207,-0.3218472997283863,0.3218472997283863,2.256608149216752e-06,2.244478,2.57,1.0420062332725334e-05
nrem_second_half_lf_hf_fixed_mean,NREM_ODI,207,-0.3218472997283863,0.3218472997283863,2.256608149216752e-06,2.244478,2.57,1.0420062332725334e-05
nrem_second_half_lf_hf_fixed_median,AHI_4_Percent,209,-0.32148516499859814,0.32148516499859814,2.070805839709598e-06,1.564162,4.66,9.58487274379871e-06
selected_lf_hf_fixed_median,MinSatValue,211,0.3208686566043093,0.3208686566043093,1.939237506651006e-06,1.636657,87.0,9.004484983111997e-06
combo_nrem_lf_hf_fixed_median,MinSatValue,211,0.3208686566043093,0.3208686566043093,1.939237506651006e-06,1.636657,87.0,9.004484983111997e-06
nrem_second_half_lf_hf_fixed_median,NREM_ODI,207,-0.3207459610058131,0.3207459610058131,2.454474545493441e-06,1.564162,2.57,1.1262388315749605e-05
combo_wake_sleep_lf_hf,MinSatValue,213,0.3206910022092867,0.3206910022092867,1.756168696166687e-06,2.432635,87.0,8.173963157257876e-06
combo_wake_sleep_lf_hf_fixed_mean,MinSatValue,213,0.3206910022092867,0.3206910022092867,1.756168696166687e-06,2.432635,87.0,8.173963157257876e-06
selected_lf_hf,REM_ODI,209,-0.31968341322179616,0.31968341322179616,2.37828787002039e-06,2.460913,6.08,1.0938623705014918e-05
selected_lf_hf_fixed_mean,REM_ODI,209,-0.31968341322179616,0.31968341322179616,2.37828787002039e-06,2.460913,6.08,1.0938623705014918e-05
combo_nrem_lf_hf,REM_ODI,209,-0.31968341322179616,0.31968341322179616,2.37828787002039e-06,2.460913,6.08,1.0938623705014918e-05
combo_nrem_lf_hf_fixed_mean,REM_ODI,209,-0.31968341322179616,0.31968341322179616,2.37828787002039e-06,2.460913,6.08,1.0938623705014918e-05
selected_lf_hf_fixed_median,REM_ODI,209,-0.3196249031810747,0.3196249031810747,2.3889683958445144e-06,1.66759,6.08,1.0970443846114337e-05
combo_nrem_lf_hf_fixed_median,REM_ODI,209,-0.3196249031810747,0.3196249031810747,2.3889683958445144e-06,1.66759,6.08,1.0970443846114337e-05
